id,release_id,information_system,information_institution,information_storage_vendor,information_filesystem_type,information_client_nodes,information_client_total_procs,io500_score,io500_bw,io500_md,io500_tot_iops,information_data,information_10_node_challenge,information_list_name,information_identifier,information_submitter,information_submission_date,information_embargo_end_date,information_storage_install_date,information_storage_refresh_date,information_filesystem_name,information_filesystem_version,information_client_procs_per_node,information_client_operating_system,information_client_operating_system_version,information_client_kernel_version,information_md_nodes,information_md_storage_devices,information_md_storage_type,information_md_volatile_memory_capacity,information_md_storage_interface,information_md_network,information_md_software_version,information_md_operating_system_version,information_ds_nodes,information_ds_storage_devices,information_ds_storage_type,information_ds_volatile_memory_capacity,information_ds_storage_interface,information_ds_network,information_ds_software_version,information_ds_operating_system_version,information_note,information_best,ior_easy_write,ior_easy_read,ior_hard_write,ior_hard_read,mdtest_easy_write,mdtest_easy_stat,mdtest_easy_delete,mdtest_hard_write,mdtest_hard_read,mdtest_hard_stat,mdtest_hard_delete,find_easy,find_hard,marker_score,marker_md,storage_data,status,include_in_io500,valid_from,valid_to
419,SC18*,ofsdev,"Clemson University",Dell,BeeGFS,16,128,11.010000,1.900000,63.810000,33.310000,zip,,-,2018-11-37,"Clemson ACI",1/1/19,,04/2012,08/2018,ofsdev,7,8,"Oracle Linux",7.5,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",7.0,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",7.0,7.5,,,10.85000,9.22,0.07,1.94,165.71,496.44,259.75,6.19,19.73,56.46,6.09,,,-,-,-,VALID,1,1/1/19,10/31/19
350,SC18*,ofsdev,"Clemson University",Dell,BeeGFS,10,80,10.170000,2.320000,44.670000,28.060000,zip,,-,2018-11-31,"Clemson ACI",1/1/19,,04/2012,11/2018,ofsdev,7.1,8,"Oracle Linux",7.5,4.14.35-1818.3.3.el7uek.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",7.1,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",7.1,7.5,,,10.97000,9.96,0.06,4.47,84.80,373.57,101.05,5.82,5.53,88.41,5.77,,,-,-,-,VALID,1,1/1/19,10/31/19
413,SC18*,ofsdev,"Clemson University",Dell,BeeGFS,10,80,10.170000,2.320000,44.670000,28.060000,zip,,-,2018-11-31,"Clemson ACI",1/1/19,,04/2012,11/2018,ofsdev,7.1,8,"Oracle Linux",7.5,4.14.35-1818.3.3.el7uek.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",7.1,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",7.1,7.5,,,10.97000,9.96,0.06,4.47,84.80,373.57,101.05,5.82,5.53,88.41,5.77,,,-,-,-,VALID,1,1/1/19,10/31/19
331,SC18*,Apocrita,"Queen Mary, University Of London",E8,GPFS,10,240,9.650000,4.320000,21.550000,21.240000,zip,,-,2018-11-12,"Peter Childs",1/1/19,,11/2018,11/2018,e8Scratch,4.2.3-8,24,CentOS,7.4,3.10.0-693.11.6.el7.x86_64,3,6,"SSD / NVMe",188g,NVMe,Ethernet,4.2.3-8,"CentOS 7.4",3,6,"SSD /NVMe",188g,NVMe,Ethernet,GPFS,"CentOS 7.4",,true,8.86000,8.76,1.26,3.56,15.39,67.24,50.48,5.95,8.38,8.79,4.71,,,-,-,-,VALID,1,1/1/19,1/1/19
394,SC18*,Apocrita,"Queen Mary, University Of London",E8,GPFS,10,240,9.650000,4.320000,21.550000,21.240000,zip,,-,2018-11-12,"Peter Childs",1/1/19,,11/2018,11/2018,e8Scratch,4.2.3-8,24,CentOS,7.4,3.10.0-693.11.6.el7.x86_64,3,6,"SSD / NVMe",188g,NVMe,Ethernet,4.2.3-8,"CentOS 7.4",3,6,"SSD /NVMe",188g,NVMe,Ethernet,GPFS,"CentOS 7.4",,true,8.86000,8.76,1.26,3.56,15.39,67.24,50.48,5.95,8.38,8.79,4.71,,,-,-,-,VALID,1,1/1/19,1/1/19
329,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,32,32,9.420000,2.940000,30.190000,23.400000,zip,,-,2018-11-10,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,1,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,16,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.73000,4.43,1.54,2.94,24.54,170.20,24.70,5.32,13.69,88.67,6.22,,,-,-,-,VALID,1,1/1/19,1/1/19
392,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,32,32,9.420000,2.940000,30.190000,23.400000,zip,,-,2018-11-10,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,1,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,16,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.73000,4.43,1.54,2.94,24.54,170.20,24.70,5.32,13.69,88.67,6.22,,,-,-,-,VALID,1,1/1/19,1/1/19
344,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,16,16,9.070000,2.840000,28.950000,22.500000,zip,,-,2018-11-25,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,1,"Oracle Linux",7.4,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.78000,4.74,1.72,2.12,26.94,108.02,32.98,5.32,12.83,83.65,6.33,,,-,-,-,VALID,1,1/1/19,1/1/19
407,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,16,16,9.070000,2.840000,28.950000,22.500000,zip,,-,2018-11-25,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,1,"Oracle Linux",7.4,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.78000,4.74,1.72,2.12,26.94,108.02,32.98,5.32,12.83,83.65,6.33,,,-,-,-,VALID,1,1/1/19,1/1/19
343,SC18*,ofsdev,"Clemson University",Dell,Lustre,16,64,8.630000,2.100000,35.370000,23.260000,zip,,-,2018-11-24,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,4,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,13.05000,7.30,0.17,1.20,20.34,81.42,20.97,15.49,28.89,37.20,11.14,,,-,-,-,VALID,1,1/1/19,1/1/19
406,SC18*,ofsdev,"Clemson University",Dell,Lustre,16,64,8.630000,2.100000,35.370000,23.260000,zip,,-,2018-11-24,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,4,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,13.05000,7.30,0.17,1.20,20.34,81.42,20.97,15.49,28.89,37.20,11.14,,,-,-,-,VALID,1,1/1/19,1/1/19
348,SC18*,ofsdev,"Clemson University",Dell,Lustre,16,128,8.580000,2.050000,35.830000,23.270000,zip,,-,2018-11-29,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,8,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,12.48000,7.08,0.24,0.85,19.81,99.65,21.10,15.16,30.90,38.66,9.86,,,-,-,-,VALID,1,1/1/19,1/1/19
411,SC18*,ofsdev,"Clemson University",Dell,Lustre,16,128,8.580000,2.050000,35.830000,23.270000,zip,,-,2018-11-29,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,8,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,12.48000,7.08,0.24,0.85,19.81,99.65,21.10,15.16,30.90,38.66,9.86,,,-,-,-,VALID,1,1/1/19,1/1/19
341,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,48,48,7.640000,2.930000,19.880000,17.700000,zip,,-,2018-11-22,"Clemson ACI",1/1/19,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,,true,4.43000,3.07,3.91,1.40,55.01,87.09,60.61,2.89,11.88,38.78,5.38,,,-,-,-,VALID,1,1/1/19,1/1/19
404,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,48,48,7.640000,2.930000,19.880000,17.700000,zip,,-,2018-11-22,"Clemson ACI",1/1/19,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,,true,4.43000,3.07,3.91,1.40,55.01,87.09,60.61,2.89,11.88,38.78,5.38,,,-,-,-,VALID,1,1/1/19,1/1/19
178,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,48,48,7.640000,2.930000,19.880000,17.700000,zip,,sc18,2018-11-22,"Clemson ACI",11/22/18,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"Ethernet 10Gbps",7.1,7.4,16,10,HDD,128GB,SATA,"Ethernet 10Gbps",7.1,7.4,,,4.43000,3.07,3.91,1.40,55.01,87.09,60.61,2.89,11.88,38.78,5.38,12,,Â§,Â§,-,VALID,,10/22/18,
349,SC18*,Bytecollider,CERN,,CephFS,64,64,7.560000,2.830000,20.160000,17.650000,zip,,-,2018-11-30,"Pablo Llopis Sanmillan, Dan Van Der Ster",1/1/19,,10/2017,,Jim,12.2.9,1,CentOS,7.5,,72,3,SSD,128GB,"10Gbps Ethernet","10Gbps Ethernet; Infiniband",12.2.9,7.5,72,3,SSD,128GB,SATA,"10Gbps Ethernet",12.2.8,7.5,,true,4.73000,7.36,0.82,2.25,4.34,17.30,2.43,4.12,7153.97,14.63,3.40,,,-,-,-,VALID,1,1/1/19,10/31/19
412,SC18*,Bytecollider,CERN,,CephFS,64,64,7.560000,2.830000,20.160000,17.650000,zip,,-,2018-11-30,"Pablo Llopis Sanmillan, Dan Van Der Ster",1/1/19,,10/2017,,Jim,12.2.9,1,CentOS,7.5,,72,3,SSD,128GB,"10Gbps Ethernet","10Gbps Ethernet; Infiniband",12.2.9,7.5,72,3,SSD,128GB,SATA,"10Gbps Ethernet",12.2.8,7.5,,true,4.73000,7.36,0.82,2.25,4.34,17.30,2.43,4.12,7153.97,14.63,3.40,,,-,-,-,VALID,1,1/1/19,10/31/19
362,SC18*,ofsdev,"Clemson University",Dell,Lustre,10,40,7.360000,1.900000,28.590000,19.500000,zip,,-,2018-11-43,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,4,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,9.84000,5.23,0.14,1.81,18.20,55.97,20.15,15.69,19.43,23.87,8.14,,,-,-,-,VALID,,1/1/19,10/31/19
425,SC18*,ofsdev,"Clemson University",Dell,Lustre,10,40,7.360000,1.900000,28.590000,19.500000,zip,,-,2018-11-43,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,4,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,9.84000,5.23,0.14,1.81,18.20,55.97,20.15,15.69,19.43,23.87,8.14,,,-,-,-,VALID,,1/1/19,10/31/19
352,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,10,10,7.140000,2.320000,22.050000,17.520000,zip,,-,2018-11-33,"Clemson ACI",1/1/19,,01/2015,,scratch4,7.1,1,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.65000,4.26,3.16,0.58,14.11,76.55,13.01,4.91,11.20,94.83,6.71,,,-,-,-,VALID,,1/1/19,10/31/19
415,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,10,10,7.140000,2.320000,22.050000,17.520000,zip,,-,2018-11-33,"Clemson ACI",1/1/19,,01/2015,,scratch4,7.1,1,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.65000,4.26,3.16,0.58,14.11,76.55,13.01,4.91,11.20,94.83,6.71,,,-,-,-,VALID,,1/1/19,10/31/19
333,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,32,32,6.670000,2.950000,15.100000,14.760000,zip,,-,2018-11-14,"Clemson ACI",1/1/19,,07/2018,07/2018,scratch1b,2.9.7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,,,4.38000,4.50,3.97,0.96,37.14,61.01,41.55,2.91,9.89,20.61,5.33,,,-,-,-,VALID,,1/1/19,10/31/19
396,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,32,32,6.670000,2.950000,15.100000,14.760000,zip,,-,2018-11-14,"Clemson ACI",1/1/19,,07/2018,07/2018,scratch1b,2.9.7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,,,4.38000,4.50,3.97,0.96,37.14,61.01,41.55,2.91,9.89,20.61,5.33,,,-,-,-,VALID,,1/1/19,10/31/19
359,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,32,128,6.260000,1.250000,31.420000,18.050000,zip,,-,2018-11-40,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,4,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.03000,3.12,0.28,0.91,30.53,408.52,13.94,4.98,14.01,68.24,3.42,,,-,-,-,VALID,,1/1/19,10/31/19
422,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,32,128,6.260000,1.250000,31.420000,18.050000,zip,,-,2018-11-40,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,4,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.03000,3.12,0.28,0.91,30.53,408.52,13.94,4.98,14.01,68.24,3.42,,,-,-,-,VALID,,1/1/19,10/31/19
365,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,32,64,6.160000,1.250000,30.280000,17.630000,zip,,-,2018-11-46,"Clemson ACI",1/1/19,,08/2012,07/2018,scratch4,2.9.7,2,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.68000,3.12,0.25,0.86,29.39,271.81,15.38,5.11,15.34,70.37,3.73,,,-,-,-,VALID,,1/1/19,10/31/19
428,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,32,64,6.160000,1.250000,30.280000,17.630000,zip,,-,2018-11-46,"Clemson ACI",1/1/19,,08/2012,07/2018,scratch4,2.9.7,2,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.68000,3.12,0.25,0.86,29.39,271.81,15.38,5.11,15.34,70.37,3.73,,,-,-,-,VALID,,1/1/19,10/31/19
347,SC18*,ofsdev,"Clemson University",Dell,Lustre,16,32,6.070000,1.340000,27.560000,16.930000,zip,,-,2018-11-28,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,2,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,13.30000,7.31,0.19,0.17,16.25,37.97,18.96,14.03,15.11,34.61,11.45,,,-,-,-,VALID,,1/1/19,10/31/19
410,SC18*,ofsdev,"Clemson University",Dell,Lustre,16,32,6.070000,1.340000,27.560000,16.930000,zip,,-,2018-11-28,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,2,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,13.30000,7.31,0.19,0.17,16.25,37.97,18.96,14.03,15.11,34.61,11.45,,,-,-,-,VALID,,1/1/19,10/31/19
361,SC18*,Bytecollider,CERN,,CephFS,64,64,6.010000,2.850000,12.640000,12.970000,zip,,-,2018-11-42,"Pablo Llopis Sanmillan, Dan Van Der Ster",1/1/19,,10/2017,,Jim,12.2.9,1,CentOS,7.5,embargo,72,72,SSD,128GB,"10Gbps Ethernet","10Gbps Ethernet; Infiniband",12.2.9,7.5,72,3,SSD,128GB,SATA,"10Gbps Ethernet",12.2.8,7.5,,false,4.94000,7.41,0.81,2.24,4.56,28.17,4.50,5.95,13.92,28.52,5.15,,,-,-,-,VALID,1,1/1/19,10/31/19
424,SC18*,Bytecollider,CERN,,CephFS,64,64,6.010000,2.850000,12.640000,12.970000,zip,,-,2018-11-42,"Pablo Llopis Sanmillan, Dan Van Der Ster",1/1/19,,10/2017,,Jim,12.2.9,1,CentOS,7.5,embargo,72,72,SSD,128GB,"10Gbps Ethernet","10Gbps Ethernet; Infiniband",12.2.9,7.5,72,3,SSD,128GB,SATA,"10Gbps Ethernet",12.2.8,7.5,,false,4.94000,7.41,0.81,2.24,4.56,28.17,4.50,5.95,13.92,28.52,5.15,,,-,-,-,VALID,1,1/1/19,10/31/19
364,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,32,256,5.790000,1.050000,31.920000,17.220000,zip,,-,2018-11-45,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,8,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.17000,2.71,0.16,0.89,24.38,400.59,11.89,4.98,14.65,69.89,3.00,,,-,-,-,VALID,,1/1/19,10/31/19
427,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,32,256,5.790000,1.050000,31.920000,17.220000,zip,,-,2018-11-45,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,8,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.17000,2.71,0.16,0.89,24.38,400.59,11.89,4.98,14.65,69.89,3.00,,,-,-,-,VALID,,1/1/19,10/31/19
338,SC18*,Mistral,DKRZ,Seagate,Lustre2,10,80,5.320000,1.050000,27.060000,15.410000,zip,,-,2018-11-19,"Julian Kunkel",1/1/19,,2016,,lustre02,2.7,8,RHEL,"RHEL 6.10",2.6.32-696.18.7.el6.x86_64,1,42,HDD,,,"HDR Infiniband",,,62,82,HDD,,,"HDR Infiniband",,,,,24.38000,26.00,0.03,0.06,13.47,119.13,13.06,12.47,1.67,74.98,15.44,,,-,-,-,VALID,1,1/1/19,10/31/19
401,SC18*,Mistral,DKRZ,Seagate,Lustre2,10,80,5.320000,1.050000,27.060000,15.410000,zip,,-,2018-11-19,"Julian Kunkel",1/1/19,,2016,,lustre02,2.7,8,RHEL,"RHEL 6.10",2.6.32-696.18.7.el6.x86_64,1,42,HDD,,,"HDR Infiniband",,,62,82,HDD,,,"HDR Infiniband",,,,,24.38000,26.00,0.03,0.06,13.47,119.13,13.06,12.47,1.67,74.98,15.44,,,-,-,-,VALID,1,1/1/19,10/31/19
320,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,16,16,5.080000,2.240000,11.490000,11.230000,zip,,-,2018-11-1,"Clemson ACI",1/1/19,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,,,4.42000,4.15,2.79,0.50,18.56,34.51,25.42,2.94,6.80,28.97,5.48,,,-,-,-,VALID,1,1/1/19,10/31/19
383,SC18*,Palmetto,"Clemson University",Dell,BeeGFS,16,16,5.080000,2.240000,11.490000,11.230000,zip,,-,2018-11-1,"Clemson ACI",1/1/19,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,,,4.42000,4.15,2.79,0.50,18.56,34.51,25.42,2.94,6.80,28.97,5.48,,,-,-,-,VALID,1,1/1/19,10/31/19
330,SC18*,ofsdev,"Clemson University",Dell,Lustre,16,16,4.880000,1.310000,18.170000,12.740000,zip,,-,2018-11-11,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,1,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,10.82000,9.94,0.19,0.14,10.02,16.38,13.26,7.08,5.97,32.52,13.84,,,-,-,-,VALID,1,1/1/19,1/1/19
393,SC18*,ofsdev,"Clemson University",Dell,Lustre,16,16,4.880000,1.310000,18.170000,12.740000,zip,,-,2018-11-11,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,1,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,10.82000,9.94,0.19,0.14,10.02,16.38,13.26,7.08,5.97,32.52,13.84,,,-,-,-,VALID,1,1/1/19,1/1/19
379,SC18*,Serrano,SNL,IBM,"Spectrum Scale",16,160,4.250000,0.650000,27.980000,0.000000,,,-,2018_13,,1/1/19,,,,,,10,,,,,,,,,,,,,,,,,,,,,true,1.08000,1.03,0.22,0.71,32.55,303.02,26.15,2.29,0.00,25.20,26.15,,,-,-,-,VALID,1,1/1/19,10/31/19
442,SC18*,Serrano,SNL,IBM,"Spectrum Scale",16,160,4.250000,0.650000,27.980000,0.000000,,,-,2018_13,,1/1/19,,,,,,10,,,,,,,,,,,,,,,,,,,,,true,1.08000,1.03,0.22,0.71,32.55,303.02,26.15,2.29,0.00,25.20,26.15,,,-,-,-,VALID,1,1/1/19,10/31/19
357,SC18*,Archer,EPCC,Seagate,Lustre,10,80,3.700000,0.770000,17.840000,10.520000,zip,,-,2018-11-38,"Julian Kunkel",1/1/19,,,,"work / fs2",,8,,,,1,,,,,"Cray Aries",,,12,40,HDD,,,"Cray Aries",,,,,10.53000,5.22,0.01,0.78,16.78,60.79,4.75,8.43,6.71,39.80,3.66,,,-,-,-,VALID,,1/1/19,10/31/19
420,SC18*,Archer,EPCC,Seagate,Lustre,10,80,3.700000,0.770000,17.840000,10.520000,zip,,-,2018-11-38,"Julian Kunkel",1/1/19,,,,"work / fs2",,8,,,,1,,,,,"Cray Aries",,,12,40,HDD,,,"Cray Aries",,,,,10.53000,5.22,0.01,0.78,16.78,60.79,4.75,8.43,6.71,39.80,3.66,,,-,-,-,VALID,,1/1/19,10/31/19
353,SC18*,Apocrita,"Queen Mary, University Of London",DDN,GPFS,10,240,3.440000,0.870000,13.560000,9.150000,zip,,-,2018-11-34,"Peter Childs",1/1/19,,11/2016,01/2019,data2,4.2.3-8,24,CentOS,7.4,3.10.0-693.11.6.el7.x86_64,4,8,SSD,,SAS,"40Gbps Ethernet",4.2.3-8,"CentOS 7..3",4,21,HD,,SAS,"40Gbps Ethernet",4.2.3-8,"CentOS 7.3",,,2.24000,2.17,0.29,0.41,10.60,68.56,21.92,3.21,4.50,5.89,3.49,,,-,-,-,VALID,,1/1/19,10/31/19
416,SC18*,Apocrita,"Queen Mary, University Of London",DDN,GPFS,10,240,3.440000,0.870000,13.560000,9.150000,zip,,-,2018-11-34,"Peter Childs",1/1/19,,11/2016,01/2019,data2,4.2.3-8,24,CentOS,7.4,3.10.0-693.11.6.el7.x86_64,4,8,SSD,,SAS,"40Gbps Ethernet",4.2.3-8,"CentOS 7..3",4,21,HD,,SAS,"40Gbps Ethernet",4.2.3-8,"CentOS 7.3",,,2.24000,2.17,0.29,0.41,10.60,68.56,21.92,3.21,4.50,5.89,3.49,,,-,-,-,VALID,,1/1/19,10/31/19
369,SC18*,Jasmin/Lotus,STFC,Purestorage,NFS,64,128,2.330000,0.260000,20.930000,8.170000,zip,,-,2018_3,,1/1/19,,,,,,2,,,,,,,,,,,,,,,,,,,,,true,3.92000,1.80,0.01,0.05,45.96,347.54,44.97,1.32,142.07,175.63,1.13,,,-,-,-,VALID,1,1/1/19,10/31/19
432,SC18*,Jasmin/Lotus,STFC,Purestorage,NFS,64,128,2.330000,0.260000,20.930000,8.170000,zip,,-,2018_3,,1/1/19,,,,,,2,,,,,,,,,,,,,,,,,,,,,true,3.92000,1.80,0.01,0.05,45.96,347.54,44.97,1.32,142.07,175.63,1.13,,,-,-,-,VALID,1,1/1/19,10/31/19
346,SC18*,Palmetto,"Clemson University",Dell,OrangeFS,32,32,2.310000,1.930000,2.770000,4.140000,zip,,-,2018-11-27,"Clemson ACI",1/1/19,,08/2012,07/2018,scratch1,2.9.7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,,true,3.99000,1.95,1.65,1.07,2.15,4.64,4.21,1.08,3.44,5.34,2.94,,,-,-,-,VALID,1,1/1/19,10/31/19
